data_set_T,data_set_CAD,data_set_CD,data_set_GKQ,data_set_HS,data_set_ICA,data_set_IKATP,data_set_IKCA,data_set_INA,data_set_NS,data_set_QD,data_set_SD,data_set_VD,data_set_VS
920.0,0.080884084,0.014303152,0.0011732986,0.99019802,-0.04946176,0.88217616,0.0016931939,-1.8156674,0.0024110738,0.0014666232,0.019021373,-56.705444,-56.399921
940.0,0.093352459,0.01625069,0.0011772905,0.98652446,-0.062483273,0.95722127,0.0023967919,-3.2373679,0.0031167616,0.0014716131,0.021493714,-55.25111,-54.817646
960.0,0.83573902,0.0072317836,0.0013114075,0.94846004,-0.01428734,0.51051021,0.0052031139,-0.073892504,0.0081977574,0.0016392595,0.0099525526,-64.238884,-64.236244
980.0,0.21032248,0.0091191782,0.0014261474,0.99725032,-0.020939739,0.64239734,0.0020501318,-0.24898736,0.00088433194,0.0017826844,0.012158914,-61.638649,-61.455494
1000.0,0.080422074,0.010389926,0.0014384744,0.99616194,-0.026929021,0.71050817,0.00098820694,-0.44621891,0.0011797841,0.001798093,0.013858312,-60.21674,-60.019424
1020.0,0.057605252,0.011139225,0.0014306873,0.99517763,-0.030772176,0.74677777,0.00079770217,-0.60526049,0.0013919431,0.001788359,0.014854338,-59.460621,-59.254704
1040.0,0.056554336,0.011618071,0.0014201956,0.99454987,-0.03336544,0.76907599,0.00084100623,-0.72854209,0.0015308438,0.0017752445,0.015493174,-59.000393,-58.784561
1060.0,0.059293553,0.011976284,0.0014103579,0.99404961,-0.035363007,0.78521055,0.00092780037,-0.83226079,0.0016385313,0.0017629473,0.015969312,-58.668167,-58.444374
1080.0,0.062263541,0.012267111,0.0014016588,0.99361235,-0.0370217,0.79802519,0.0010140025,-0.92445612,0.0017294991,0.0017520734,0.016355056,-58.405167,-58.174187
1100.0,0.064929008,0.012526798,0.0013940574,0.99321115,-0.038529977,0.80928093,0.0010947771,-1.013343,0.0018121357,0.0017425717,0.01669878,-58.174931,-57.936867
1120.0,0.067458116,0.012781927,0.0013874549,0.99280483,-0.040034916,0.82016271,0.001175895,-1.1069133,0.0018947712,0.0017343186,0.01703546,-57.952999,-57.707432
1140.0,0.070069559,0.013058751,0.0013818266,0.99235249,-0.041695427,0.83182335,0.001265215,-1.2162092,0.0019858773,0.0017272832,0.017400108,-57.716038,-57.461575
1160.0,0.073238105,0.013389751,0.0013771916,0.99180192,-0.04371316,0.84556651,0.0013777821,-1.3580868,0.0020961517,0.0017214895,0.017834179,-57.437717,-57.17181
1180.0,0.07737723,0.013838912,0.001373752,0.99103838,-0.04651317,0.86401469,0.0015363332,-1.5731466,0.002248018,0.00171719,0.018421428,-57.065872,-56.782845
1200.0,0.0834544,0.014587378,0.0013719425,0.98972374,-0.051325519,0.8940683,0.0018049596,-1.9931632,0.0025065795,0.0017149281,0.019393368,-56.466774,-56.149185
1220.0,0.10151345,0.017981078,0.0013733084,0.98310274,-0.074686781,1.0230663,0.0030593225,-5.2699618,0.0037695894,0.0017166354,0.023604207,-54.049423,-53.429352
1240.0,0.57166582,0.0073368298,0.0015525513,0.99260008,-0.014691834,0.54559624,0.0038061705,-0.10582081,0.0012811412,0.001940689,0.010112893,-63.656487,-63.496479
1260.0,0.15436837,0.0095423637,0.0016199057,0.99703187,-0.022708528,0.66462052,0.0016292973,-0.30165434,0.00096254109,0.0020248822,0.012682857,-61.174015,-60.986935
1280.0,0.06942112,0.010586887,0.0016197009,0.99587673,-0.028001485,0.72114462,0.0008822885,-0.48814923,0.0012399537,0.0020246261,0.014142807,-59.994144,-59.795162
1300.0,0.055976607,0.011252298,0.0016068036,0.99504793,-0.03142726,0.75262356,0.00078905502,-0.63552254,0.00142448,0.0020085045,0.015018069,-59.340801,-59.131447
1320.0,0.056863252,0.011695201,0.0015927178,0.99444103,-0.0338355,0.77295226,0.00085544615,-0.75228208,0.0015554711,0.0019908973,0.015606395,-58.920841,-58.702831
1340.0,0.059835408,0.012053343,0.0015796256,0.9939611,-0.035691328,0.78778046,0.00094533223,-0.8500185,0.0016568945,0.0019745321,0.01604631,-58.615669,-58.39019
1360.0,0.062736288,0.012355275,0.0015677356,0.99354982,-0.037253346,0.79977047,0.0010312429,-0.93773621,0.0017424703,0.0019596694,0.016408244,-58.369713,-58.13739
1380.0,0.065364167,0.012517443,0.0015569529,0.99316633,-0.038685437,0.8104099,0.0011027831,-1.0226878,0.0018210878,0.0019461912,0.016733814,-58.152142,-57.913063
1400.0,0.067865849,0.012776986,0.0015471899,0.99277925,-0.040118068,0.82073796,0.0011833352,-1.1120758,0.0018998017,0.0019339874,0.017053848,-57.941608,-57.695305
1420.0,0.070462786,0.013071714,0.0015384243,0.99234742,-0.041700631,0.831824,0.0012735523,-1.2162097,0.0019867653,0.0019230304,0.017401172,-57.716393,-57.461563
1440.0,0.073443592,0.013379789,0.001530708,0.99181318,-0.043647561,0.84508222,0.0013798029,-1.3528216,0.0020934697,0.0019133851,0.01782012,-57.448109,-57.182022
1460.0,0.077359922,0.013824381,0.0015242266,0.99104202,-0.046448477,0.86350954,0.0015333942,-1.5668257,0.0022463305,0.0019052833,0.018407842,-57.077354,-56.793495
1480.0,0.08381287,0.014681344,0.0015194342,0.98950487,-0.051916718,0.89699751,0.0018296252,-2.0390992,0.0025454401,0.0018992927,0.019508541,-56.413586,-56.087425
1500.0,0.10408889,0.018657915,0.0015182086,0.9817279,-0.079567917,1.0494597,0.0033260104,-6.3706307,0.0040324237,0.0018977609,0.024404952,-53.592491,-52.872864
1520.0,0.52803308,0.0077044144,0.001702397,0.99452651,-0.015153101,0.55475831,0.0037524621,-0.11502589,0.0010409337,0.0021279962,0.010277088,-63.4701,-63.303303
1540.0,0.14500329,0.0095913801,0.0017598058,0.99700612,-0.023059065,0.66868794,0.0015477596,-0.31239647,0.00097438699,0.0021997574,0.012784215,-61.089119,-60.901173
1560.0,0.067893378,0.010642691,0.0017553219,0.9958204,-0.028195271,0.72300303,0.00086964574,-0.49584955,0.0012511616,0.0021941524,0.014193612,-59.955647,-59.755978
1580.0,0.055950627,0.01128107,0.0017394994,0.99504131,-0.03153833,0.75357008,0.00079168036,-0.64056534,0.0014298997,0.0021743742,0.015045627,-59.321495,-59.111492
1600.0,0.056948058,0.011699947,0.0017227993,0.99446005,-0.033880085,0.77329141,0.00085741654,-0.75441557,0.0015569907,0.0021534991,0.015617039,-58.914333,-58.695683
1620.0,0.059844565,0.012011622,0.0017071603,0.99391627,-0.035688531,0.78779399,0.00094221818,-0.85007495,0.0016582891,0.0021339504,0.016045695,-58.615429,-58.389904
1640.0,0.062683254,0.012334646,0.0016927359,0.99362767,-0.037203904,0.79936433,0.001028109,-0.93468934,0.0017388486,0.00211592,0.016396834,-58.378471,-58.14595
1660.0,0.065272234,0.012523826,0.0016794531,0.99310261,-0.038600821,0.80981004,0.0011009931,-1.0176226,0.0018177989,0.0020993163,0.016714763,-58.164379,-57.925713
1680.0,0.067661189,0.012718935,0.0016672137,0.99292231,-0.03997276,0.81965417,0.001172852,-1.1024734,0.0018910784,0.002084017,0.017021541,-57.964188,-57.718155
1700.0,0.070189014,0.013197512,0.0016559905,0.99230295,-0.041488498,0.83041042,0.0012786947,-1.2023157,0.0019764982,0.0020699881,0.017355055,-57.744972,-57.491367
1720.0,0.072971366,0.013343483,0.0016458187,0.99193573,-0.043308746,0.84270978,0.001363441,-1.3273941,0.0020748684,0.0020572734,0.017747695,-57.49651,-57.232044
1740.0,0.076664768,0.013453354,0.0016368552,0.99119967,-0.04591376,0.8599382,0.0014728645,-1.5230221,0.0022193238,0.0020460689,0.018296754,-57.149662,-56.868793
1760.0,0.082421005,0.014748795,0.0016295101,0.98988122,-0.050587498,0.88902962,0.0017922608,-1.9159777,0.0024746081,0.0020368877,0.019246127,-56.570362,-56.255421
1780.0,0.097216219,0.016982839,0.0016251488,0.98507589,-0.067599103,0.98505414,0.0026766676,-3.9872756,0.0033931108,0.002031436,0.022399118,-54.734589,-54.230812
1800.0,0.68176228,0.007411045,0.0017794207,0.98283929,-0.013918169,0.52609211,0.0044321236,-0.088043235,0.0026711789,0.0022242758,0.00983008,-64.034981,-63.907711
1820.0,0.17771789,0.0093264244,0.0018599438,0.99719667,-0.021849608,0.65426993,0.0018045107,-0.27592734,0.00091950246,0.0023249299,0.012431135,-61.391094,-61.20517
1840.0,0.073982269,0.010490033,0.0018585378,0.99600601,-0.027419522,0.71543229,0.00092424889,-0.46517107,0.0012094915,0.0023231721,0.013989109,-60.113434,-59.9156
1860.0,0.05646034,0.011177479,0.0018414864,0.99515468,-0.030985707,0.7487238,0.00078648329,-0.61519098,0.0014010126,0.002301858,0.014907853,-59.421986,-59.213673
1880.0,0.056426179,0.011630463,0.0018227183,0.99453431,-0.033451408,0.76978403,0.00084072025,-0.7328279,0.0015349619,0.0022783978,0.015513892,-58.986588,-58.76963
1900.0,0.059173618,0.011971097,0.0018049076,0.99405825,-0.035316877,0.7848435,0.00092505495,-0.82975018,0.0016368406,0.0022561345,0.015958417,-58.676418,-58.452114
1920.0,0.062061593,0.012231639,0.0017883421,0.99364734,-0.036854625,0.79674047,0.0010061484,-0.91478509,0.0017210318,0.0022354277,0.016316516,-58.432213,-58.201275
1940.0,0.06457299,0.012478758,0.0017729739,0.99328053,-0.038236488,0.80709851,0.001081681,-0.99548972,0.0017968304,0.0022162173,0.016632335,-58.220192,-57.982883
1960.0,0.066879444,0.012701564,0.001758687,0.99292421,-0.039576299,0.81690484,0.0011539239,-1.078072,0.0018702848,0.0021983588,0.016933493,-58.020012,-57.776123
1980.0,0.069269657,0.012976104,0.0017454107,0.99256158,-0.040975355,0.82687402,0.0012355943,-1.1686475,0.0019471145,0.0021817633,0.017242884,-57.81702,-57.565929
2000.0,0.071885824,0.013303652,0.0017331616,0.99215984,-0.042546201,0.83781397,0.0013316226,-1.2763021,0.0020334234,0.0021664519,0.017584469,-57.594879,-57.335266
2020.0,0.074919701,0.01355206,0.0017220331,0.99158776,-0.044561747,0.85145736,0.0014361109,-1.4235929,0.0021432769,0.0021525414,0.018014207,-57.319416,-57.047607
2040.0,0.07908798,0.01389735,0.0017122573,0.99065667,-0.047686972,0.87181276,0.0015905503,-1.6732576,0.0023132281,0.0021403215,0.018662969,-56.910984,-56.618427
2060.0,0.086586803,0.015114587,0.0017043966,0.98875523,-0.05459056,0.91255397,0.0019776828,-2.3010402,0.0026889723,0.0021304956,0.020026859,-56.11058,-55.759426
2080.0,0.32685336,0.19061743,0.001702761,0.058264211,-4.0369387,1.8885771,0.25981992,-21.933851,0.26156086,0.0021284514,0.19809633,-22.872498,-35.180649
2100.0,0.37087038,0.0082340222,0.0019083831,0.99757212,-0.017326927,0.5921123,0.0030061742,-0.16052195,0.00073317369,0.0023854789,0.01101937,-62.694763,-62.515717
2120.0,0.11203933,0.0099081425,0.0019366122,0.99664605,-0.024558948,0.6856764,0.0012669206,-0.3612901,0.0010585021,0.0024207651,0.013210069,-60.734184,-60.542984
2140.0,0.062796943,0.010820008,0.0019234089,0.99560946,-0.029104587,0.73160458,0.00082746416,-0.53305739,0.0012998701,0.0024042611,0.014429872,-59.777248,-59.574619
2160.0,0.056046166,0.011386041,0.0019035622,0.99487656,-0.032103378,0.75843018,0.00080552936,-0.66697991,0.0014618194,0.0023794528,0.015185273,-59.221245,-59.009022
2180.0,0.057643976,0.011778213,0.0018837412,0.99432963,-0.034257233,0.77635801,0.00087712856,-0.77373439,0.0015790873,0.0023546766,0.015707292,-58.851212,-58.631023
2200.0,0.060478099,0.012078364,0.0018650944,0.99389017,-0.035946149,0.789738,0.00095978583,-0.86378312,0.0016714976,0.0023313679,0.016105793,-58.576031,-58.348915
2220.0,0.06313508,0.012329187,0.0018477041,0.99350977,-0.037384823,0.80073774,0.0010368054,-0.94516885,0.0017503789,0.0023096302,0.016438317,-58.350464,-58.116993
2240.0,0.065558188,0.012557368,0.0018314671,0.99315429,-0.038713213,0.81057918,0.0011097732,-1.0240906,0.0018233351,0.0022893338,0.016739994,-58.149269,-57.909492
2260.0,0.067892313,0.012784881,0.0018163079,0.99279058,-0.040055979,0.82023698,0.0011837753,-1.1075662,0.0018972518,0.0022703849,0.017039975,-57.95245,-57.705868
2280.0,0.070320778,0.013031955,0.0018022028,0.99238622,-0.041536339,0.83062541,0.0012652902,-1.2045116,0.0019786721,0.0022527534,0.017365286,-57.741348,-57.486835
2300.0,0.073082946,0.013325491,0.001789199,0.99189681,-0.043325499,0.84289658,0.0013639764,-1.3293406,0.0020765762,0.0022364988,0.01775137,-57.492764,-57.228104
2320.0,0.076750688,0.013745556,0.0017774774,0.99117631,-0.045933709,0.86010844,0.001506824,-1.5250591,0.0022193452,0.0022218467,0.018300952,-57.146309,-56.865204
2340.0,0.082529604,0.014488285,0.0017673778,0.98984003,-0.05066533,0.88944405,0.0017636373,-1.922164,0.0024792899,0.0022092224,0.019261455,-56.562904,-56.246685
2360.0,0.097671151,0.017064838,0.0017603686,0.98490995,-0.068182737,0.98809564,0.002709745,-4.078218,0.0034237248,0.0022004608,0.022500344,-54.677837,-54.166683
2380.0,0.67043591,0.0073748506,0.0019139056,0.98417544,-0.013986282,0.52801675,0.0043512848,-0.089693286,0.0024675974,0.0023923821,0.0098553225,-63.999382,-63.86713
2400.0,0.1751352,0.0093422793,0.0019899637,0.99721485,-0.021920936,0.65512288,0.0017836222,-0.27797368,0.00091831823,0.0024874548,0.012452188,-61.373428,-61.187183
2420.0,0.073405899,0.010494557,0.0019855802,0.99600935,-0.027439665,0.71562153,0.00091767288,-0.46591905,0.0012101989,0.0024819751,0.013994432,-60.109722,-59.91161
2440.0,0.056370251,0.011179129,0.0019659053,0.99518222,-0.03097664,0.74862635,0.00078523014,-0.61470616,0.001399853,0.0024573817,0.01490555,-59.424248,-59.215729
2460.0,0.056387153,0.011632732,0.0019446382,0.99461555,-0.033415891,0.76944,0.0008398972,-0.73079658,0.0015303119,0.0024307978,0.015505223,-58.994316,-58.776886
2480.0,0.059087701,0.011976564,0.001924385,0.99390125,-0.035235167,0.78403997,0.0009232139,-0.8241331,0.0016362502,0.0024054812,0.015939012,-58.692665,-58.469055
2500.0,0.06188038,0.012189494,0.0019054111,0.99387807,-0.036741491,0.79585713,0.00099861622,-0.90838009,0.001712699,0.0023817639,0.016290344,-58.451069,-58.219898
2520.0,0.064428762,0.012481387,0.0018876578,0.99308795,-0.038030516,0.80579334,0.0010777987,-0.9847241,0.0017882901,0.0023595721,0.0165859,-58.246521,-58.010403
2540.0,0.066744313,0.012687285,0.001870997,0.99318379,-0.039457228,0.81549907,0.0011483155,-1.066071,0.0018627439,0.0023387463,0.016906207,-58.049274,-57.805763
2560.0,0.068932429,0.012799717,0.0018554124,0.99235952,-0.040601704,0.82479,0.0012098592,-1.148816,0.0019276959,0.0023192656,0.017161436,-57.859604,-57.609871
2580.0,0.071598046,0.01337726,0.0018408595,0.99207103,-0.042327873,0.83564448,0.0013302206,-1.2540225,0.0020245698,0.0023010743,0.017536458,-57.639378,-57.381008
2600.0,0.074274018,0.013322446,0.001827448,0.99183244,-0.04421499,0.84882408,0.0013953164,-1.3941607,0.0021207824,0.0022843101,0.017940437,-57.373672,-57.103127
2620.0,0.078388751,0.013736333,0.0018153539,0.99020869,-0.047215182,0.86853051,0.0015524642,-1.6294109,0.0022954417,0.0022691924,0.018565886,-56.977829,-56.68763
2640.0,0.085834548,0.014969711,0.0018052235,0.98905283,-0.053755336,0.9078511,0.0019324234,-2.2188754,0.0026471121,0.0022565294,0.019866474,-56.200912,-55.858582
2660.0,0.1201633,0.026572259,0.0017998805,0.95932567,-0.13623454,1.6475745,0.0069638579,-167.90311,0.0081796534,0.0022498507,0.03265756,-47.737885,-40.262024
2680.0,0.4070248,0.0080820154,0.0019986243,0.99726635,-0.016735701,0.58263421,0.0031861668,-0.14761962,0.00074823631,0.0024982803,0.010822224,-62.89296,-62.715557
2700.0,0.11983284,0.0098402714,0.0020307479,0.99673933,-0.0241467,0.68111765,0.0013367723,-0.34749025,0.001036542,0.0025384352,0.013094293,-60.829521,-60.639103
2720.0,0.063304648,0.010779085,0.0020170275,0.99567467,-0.028836867,0.72910148,0.00082815363,-0.52196455,0.0012852928,0.0025212842,0.014360675,-59.829376,-59.627396
2740.0,0.055587266,0.011339151,0.0019953987,0.99492854,-0.031902637,0.7567122,0.00079384493,-0.65752208,0.0014508889,0.0024942483,0.015135784,-59.256916,-59.045242
2760.0,0.057164397,0.011744687,0.0019736576,0.99437338,-0.034082618,0.77496767,0.00086580968,-0.76490617,0.0015696521,0.0024670721,0.015665585,-58.87999,-58.660339
2780.0,0.060085941,0.012034665,0.0019531129,0.99393302,-0.03577821,0.78843927,0.0009485617,-0.85462409,0.0016624164,0.0024413911,0.016066572,-58.602837,-58.376301
2800.0,0.062792599,0.0123324,0.001933869,0.99355727,-0.037206694,0.79940206,0.0010297473,-0.93491232,0.0017406327,0.0024173362,0.01639748,-58.377949,-58.145157
2820.0,0.065198392,0.01250181,0.0019158127,0.99320811,-0.038509369,0.80910736,0.0010968336,-1.0119034,0.001812224,0.0023947658,0.016694043,-58.179417,-57.940525
2840.0,0.067450866,0.0125628,0.0018988462,0.99286133,-0.039786175,0.81837058,0.0011530722,-1.0909485,0.0018824915,0.0023735578,0.016980153,-57.990459,-57.74522
2860.0,0.069758713,0.012864802,0.0018829285,0.99248612,-0.041156914,0.8280192,0.0012352795,-1.1794615,0.0019579772,0.0023536608,0.017282473,-57.794247,-57.541782
2880.0,0.072309323,0.013400879,0.0018680871,0.99204248,-0.042797893,0.83931261,0.0013515345,-1.2916774,0.0020478275,0.0023351088,0.017638288,-57.565495,-57.303669
2900.0,0.075530402,0.013540305,0.0018544393,0.99142122,-0.045024116,0.85411388,0.0014508553,-1.4539949,0.0021702927,0.0023180491,0.018110882,-57.266933,-56.991596
2920.0,0.080182448,0.014782717,0.0018422776,0.99043518,-0.048577033,0.8769635,0.0017249201,-1.7426848,0.0023635277,0.0023028471,0.018843319,-56.809467,-56.509827
2940.0,0.089594871,0.01565895,0.0018324166,0.9878754,-0.057709217,0.93055236,0.0021592863,-2.6430871,0.0028597168,0.0022905208,0.020617429,-55.761356,-55.379944
2960.0,1.1496637,0.01096703,0.001889782,0.68529117,-0.10803162,0.58956122,0.013983311,-0.10782397,0.059321646,0.0023622275,0.027666559,-61.136906,-62.569508
2980.0,0.28080902,0.0086937621,0.0020456172,0.99765503,-0.019070132,0.61780423,0.0025084759,-0.20108739,0.00078206602,0.0025570213,0.011582286,-62.155975,-61.974022
3000.0,0.094102368,0.010135137,0.0020567377,0.99639517,-0.025648274,0.69737232,0.0011070905,-0.39914292,0.0011166445,0.0025709223,0.013511579,-60.49015,-60.296383
3020.0,0.059070233,0.010953032,0.0020386421,0.99543428,-0.029788472,0.73796177,0.00079475128,-0.56224805,0.0013369527,0.0025483025,0.01460531,-59.645412,-59.440582
3040.0,0.055685665,0.011465495,0.0020161059,0.99475235,-0.03255295,0.76227379,0.00080998195,-0.68860662,0.0014865425,0.0025201323,0.015295586,-59.141975,-58.927982
3060.0,0.057949968,0.011848977,0.0019941207,0.99429923,-0.034575235,0.77890158,0.00088994723,-0.79017651,0.0015962805,0.0024926509,0.015782991,-58.799061,-58.577396
3080.0,0.060837016,0.012097677,0.0019734164,0.99380332,-0.036165833,0.79146522,0.00096910418,-0.87608218,0.0016836907,0.0024667706,0.016156992,-58.54073,-58.3125
3100.0,0.063446268,0.012322653,0.0019539904,0.99346703,-0.037548725,0.80196398,0.0010429218,-0.95467937,0.0017596881,0.002442488,0.016475795,-58.325554,-58.091141
