Time,M_3hanthrn_c,M_5hoxnfkyn_c,M_5htrp_c,M_5hxkyn_c,M_Lfmkynr_c,M_Lkynr_c,M_ahcys_c,M_akg_c,M_ala_DASH_L_c,M_amet_c,M_anth_c,M_cmusa_c,M_dhbpt_c,M_for_c,M_glu_DASH_L_c,M_hLkynr_c,M_id3acald_c,M_indpyr_c,M_nmtrpta_c,M_quln_c,M_srtn_c,M_thbpt,M_trna_trp_c,M_trp_DASH_L_c,M_trp_L_trna_c,M_trypta_c,M_amp_c,M_atp_c,M_co2_c,M_h2o2_c,M_h2o_c,M_h_c,M_nadp_c,M_nadph_c,M_nh4_c,M_o2_c,M_o2s_c,M_ppi_c,M_Cinnavalininate_c,M_kynate_c,TRP_ex,M_nicrnt_c,M_prpp_c,M_nformanth_c,M_dnad_c,M_am6sa_c,M_5hoxindact_c,M_Nacsertn_c,M_accoa_c,M_coa_c,M_Xanthurenate,M_f5hoxkyn_c,M_nndmtrpta_c,M_nmsrtn_c,M_Nactrypta_c,M_Lkynr_ex,scaling,AADAT_E_T_kat1,AADAT_E_T_kat2,AADAT_E_T_kat3,AADAT_Km_hLkynr,AADAT_Km_Lkynr,AANAT_E_T,AANAT_Km_Srtn,AANAT_Km_trypta,AFMID_E_T,AFMID_Km_5hoxnfky,AFMID_Km_Lfmkynr,AFMID_Km_nformanth,DDC_E_T,DDC_Km_5htrp,DDC_Km_trp_DASH_L,IDO_E_T,IDO_Km_trp_DASH_L,IDO_Km_5htrp,IDO_Km_srtn,IMNT_E_T,IMNT_Km_srtn,IMNT_Km_trypta,IMNT_Km_nmtrpta,KYNU_Km_hLkynr,Transporter_E_T_Slc7a8,KYNU_E_T,KYNU_Km_Lfmkynr,KYNU_Km_Lkynr,Transporter_Km_Lkynr,Transporter_Km_Trp_Slc7a8,Transporter_E_T_Slc7a5,Transporter_Km_Trp_Slc7a5,MAOA_E_T,MAOB_E_T,MAO_Km_srtn,MAO_Km_trypta,IDO_Km_O2,AADAT_kcat_hLkynr,AADAT_kcat_Lkynr,Transporter_kcat_Trp,Transporter_kcat_Lkynr,Cytosol,R00677,R00678_Tdo,R00685,R00987,R01814_Tph1,R01956_Kat1,R01959,R01960,R02174,R02665,R02668,R02701,R02702,R03664,R04911,quin_form,R02173_Maoa,R02670,TRPtrans_Slc7a5,R00678_Indo,R03348,R03936,R00988,R03005,R04323,R02908_Maoa,R02911,R04171_Kat1,R02909,R02174_metTrypta,R02910,R01956_Kat2,R01956_Kat3,R04171_Kat2,R04171_Kat3,R02908_Maob,R02173_Maob,AANAT_Trypta,R01814_Tph2,TRPtrans_Slc7a8,Lkynr_trans_Slc7a5,Lkynr_trans_Slc7a8
7.45,3.2976768264212466e-06,2.3285262897483987e-10,9.86485434437397e-07,0.0,2.1840015266305595e-05,0.002632436828810556,1.0,0.9999999518,1.0,0.9999999518,0.0,1.121817221909041e-05,1.0,0.0,0.0,1.1966020248522033e-05,0.0,0.0,2.599474541782098e-09,1.7844961073314106e-15,7.763065949792624e-08,1.0,1e-05,0.00012006438647440282,0.0,3.590902041438527e-09,0.999999951844375,0.999999951844375,0.999999951844375,0.0,1.0,1.0,0.0,0.03,0.0,1.0,0.0,0.0,1.0,1.0,0.005,9.500214814640222e-16,1.0,7.141526602111185e-09,0.0,1.0,1.0,0.0,0.999999951844375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9455.1357421875,7744.3154296875,15588.2099609375,3.8,4.7,2770.9680175781,1.35,0.88,15820.2158203125,0.4,0.05,0.211,36074.9140625,0.049,10.0,453.4833679199,0.045,0.02,0.1,4186.5874023438,1.38,0.27,0.086,0.028,2226.3728027344,56601.7578125,2.2,0.495,0.032,0.0573,1961.5135498047,0.019,137204.8125,294114.875,0.43,0.033,0.042,1.7,9.76,1.3,1.3,1.0,0.01718433869042232,688.8223053014351,0.16458458256310401,68.83640278596862,1.3546633797259318,51.65747117348826,690.7257770529698,84.35317173393106,2.227203518471021e-05,84.17775098852601,84.17775098852604,1.452499329493508,0.0009205425862019097,2.5254340672879034,0.0009205425862019096,2.8045430547726026e-09,0.052254883199814056,6.162350638100404e-16,484.50889858156467,1.9107346702055046,2.804543054772603e-09,0.0072629186708761005,0.0072629186708761005,2.8045430547726026e-09,84.17775098572147,0.4607305213388636,0.0041269647336146355,0.05058692515704878,6.738729425068466e-07,2.22720351847102e-05,1.036255824714157e-05,0.04143368384297183,0.08340013640500839,42.310524351597316,85.16509214251776,0.98763080698984,0.11201457266998496,0.0002928546581203262,0.09875649235377817,210.38476425069706,155.1848235108592,203.21829135460752
7.46,3.2976768264212466e-06,2.3285262897483987e-10,9.86485434437397e-07,0.0,2.1840015266305595e-05,0.002632436828810556,1.0,0.9999999518,1.0,0.9999999518,0.0,1.121817221909041e-05,1.0,0.0,0.0,1.1966020248522033e-05,0.0,0.0,2.599474541782098e-09,1.7844961073314106e-15,7.763065949792624e-08,1.0,1e-05,0.00012006438647440282,0.0,3.590902041438527e-09,0.999999951844375,0.999999951844375,0.999999951844375,0.0,1.0,1.0,0.0,0.03,0.0,1.0,0.0,0.0,1.0,1.0,0.005,9.500214814640222e-16,1.0,7.141526602111185e-09,0.0,1.0,1.0,0.0,0.999999951844375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9455.1357421875,7744.3154296875,15588.2099609375,3.8,4.7,2770.9680175781,1.35,0.88,15820.2158203125,0.4,0.05,0.211,36074.9140625,0.049,10.0,453.4833679199,0.045,0.02,0.1,4186.5874023438,1.38,0.27,0.086,0.028,2226.3728027344,56601.7578125,2.2,0.495,0.032,0.0573,1961.5135498047,0.019,137204.8125,294114.875,0.43,0.033,0.042,1.7,9.76,1.3,1.3,1.0,0.01718433869042232,688.8223053014351,0.16458458256310401,68.83640278596862,1.3546633797259318,51.65747117348826,690.7257770529698,84.35317173393106,2.227203518471021e-05,84.17775098852601,84.17775098852604,1.452499329493508,0.0009205425862019097,2.5254340672879034,0.0009205425862019096,2.8045430547726026e-09,0.052254883199814056,6.162350638100404e-16,484.50889858156467,1.9107346702055046,2.804543054772603e-09,0.0072629186708761005,0.0072629186708761005,2.8045430547726026e-09,84.17775098572147,0.4607305213388636,0.0041269647336146355,0.05058692515704878,6.738729425068466e-07,2.22720351847102e-05,1.036255824714157e-05,0.04143368384297183,0.08340013640500839,42.310524351597316,85.16509214251776,0.98763080698984,0.11201457266998496,0.0002928546581203262,0.09875649235377817,210.38476425069706,155.1848235108592,203.21829135460752
7.47,3.2976768264212466e-06,2.3285262897483987e-10,9.86485434437397e-07,0.0,2.1840015266305595e-05,0.002632436828810556,1.0,0.9999999518,1.0,0.9999999518,0.0,1.121817221909041e-05,1.0,0.0,0.0,1.1966020248522033e-05,0.0,0.0,2.599474541782098e-09,1.7844961073314106e-15,7.763065949792624e-08,1.0,1e-05,0.00012006438647440282,0.0,3.590902041438527e-09,0.999999951844375,0.999999951844375,0.999999951844375,0.0,1.0,1.0,0.0,0.03,0.0,1.0,0.0,0.0,1.0,1.0,0.005,9.500214814640222e-16,1.0,7.141526602111185e-09,0.0,1.0,1.0,0.0,0.999999951844375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9455.1357421875,7744.3154296875,15588.2099609375,3.8,4.7,2770.9680175781,1.35,0.88,15820.2158203125,0.4,0.05,0.211,36074.9140625,0.049,10.0,453.4833679199,0.045,0.02,0.1,4186.5874023438,1.38,0.27,0.086,0.028,2226.3728027344,56601.7578125,2.2,0.495,0.032,0.0573,1961.5135498047,0.019,137204.8125,294114.875,0.43,0.033,0.042,1.7,9.76,1.3,1.3,1.0,0.01718433869042232,688.8223053014351,0.16458458256310401,68.83640278596862,1.3546633797259318,51.65747117348826,690.7257770529698,84.35317173393106,2.227203518471021e-05,84.17775098852601,84.17775098852604,1.452499329493508,0.0009205425862019097,2.5254340672879034,0.0009205425862019096,2.8045430547726026e-09,0.052254883199814056,6.162350638100404e-16,484.50889858156467,1.9107346702055046,2.804543054772603e-09,0.0072629186708761005,0.0072629186708761005,2.8045430547726026e-09,84.17775098572147,0.4607305213388636,0.0041269647336146355,0.05058692515704878,6.738729425068466e-07,2.22720351847102e-05,1.036255824714157e-05,0.04143368384297183,0.08340013640500839,42.310524351597316,85.16509214251776,0.98763080698984,0.11201457266998496,0.0002928546581203262,0.09875649235377817,210.38476425069706,155.1848235108592,203.21829135460752
7.48,3.2976768264212466e-06,2.3285262897483987e-10,9.86485434437397e-07,0.0,2.1840015266305592e-05,0.002632436828810556,1.0,0.9999999518,1.0,0.9999999518,0.0,1.121817221909041e-05,1.0,0.0,0.0,1.1966020248522033e-05,0.0,0.0,2.599474541782098e-09,1.7844961073314106e-15,7.763065949792624e-08,1.0,1e-05,0.00012006438647440282,0.0,3.590902041438527e-09,0.999999951844375,0.999999951844375,0.999999951844375,0.0,1.0,1.0,0.0,0.03,0.0,1.0,0.0,0.0,1.0,1.0,0.005,9.500214814640222e-16,1.0,7.141526602111185e-09,0.0,1.0,1.0,0.0,0.999999951844375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9455.1357421875,7744.3154296875,15588.2099609375,3.8,4.7,2770.9680175781,1.35,0.88,15820.2158203125,0.4,0.05,0.211,36074.9140625,0.049,10.0,453.4833679199,0.045,0.02,0.1,4186.5874023438,1.38,0.27,0.086,0.028,2226.3728027344,56601.7578125,2.2,0.495,0.032,0.0573,1961.5135498047,0.019,137204.8125,294114.875,0.43,0.033,0.042,1.7,9.76,1.3,1.3,1.0,0.01718433869042232,688.8223053014351,0.16458458256310401,68.83640278596862,1.3546633797259318,51.65747117348826,690.7257770529696,84.35317173393106,2.227203518471021e-05,84.17775098852601,84.17775098852604,1.452499329493508,0.0009205425862019097,2.5254340672879034,0.0009205425862019096,2.8045430547726026e-09,0.052254883199814056,6.162350638100404e-16,484.50889858156467,1.9107346702055046,2.804543054772603e-09,0.0072629186708761005,0.0072629186708761005,2.8045430547726026e-09,84.17775098572147,0.4607305213388636,0.0041269647336146355,0.05058692515704878,6.738729425068466e-07,2.22720351847102e-05,1.036255824714157e-05,0.04143368384297183,0.08340013640500839,42.310524351597316,85.16509214251776,0.98763080698984,0.11201457266998496,0.0002928546581203262,0.09875649235377817,210.38476425069706,155.1848235108592,203.21829135460752
7.49,3.2976768264212466e-06,2.3285262897483987e-10,9.86485434437397e-07,0.0,2.1840015266305592e-05,0.002632436828810556,1.0,0.9999999518,1.0,0.9999999518,0.0,1.121817221909041e-05,1.0,0.0,0.0,1.1966020248522033e-05,0.0,0.0,2.599474541782098e-09,1.7844961073314106e-15,7.763065949792624e-08,1.0,1e-05,0.00012006438647440282,0.0,3.590902041438527e-09,0.999999951844375,0.999999951844375,0.999999951844375,0.0,1.0,1.0,0.0,0.03,0.0,1.0,0.0,0.0,1.0,1.0,0.005,9.500214814640222e-16,1.0,7.141526602111185e-09,0.0,1.0,1.0,0.0,0.999999951844375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9455.1357421875,7744.3154296875,15588.2099609375,3.8,4.7,2770.9680175781,1.35,0.88,15820.2158203125,0.4,0.05,0.211,36074.9140625,0.049,10.0,453.4833679199,0.045,0.02,0.1,4186.5874023438,1.38,0.27,0.086,0.028,2226.3728027344,56601.7578125,2.2,0.495,0.032,0.0573,1961.5135498047,0.019,137204.8125,294114.875,0.43,0.033,0.042,1.7,9.76,1.3,1.3,1.0,0.01718433869042232,688.8223053014351,0.16458458256310401,68.83640278596862,1.3546633797259318,51.65747117348826,690.7257770529696,84.35317173393106,2.227203518471021e-05,84.17775098852601,84.17775098852604,1.452499329493508,0.0009205425862019097,2.5254340672879034,0.0009205425862019096,2.8045430547726026e-09,0.052254883199814056,6.162350638100404e-16,484.50889858156467,1.9107346702055046,2.804543054772603e-09,0.0072629186708761005,0.0072629186708761005,2.8045430547726026e-09,84.17775098572147,0.4607305213388636,0.0041269647336146355,0.05058692515704878,6.738729425068466e-07,2.22720351847102e-05,1.036255824714157e-05,0.04143368384297183,0.08340013640500839,42.310524351597316,85.16509214251776,0.98763080698984,0.11201457266998496,0.0002928546581203262,0.09875649235377817,210.38476425069706,155.1848235108592,203.21829135460752
7.5,3.2976768264212466e-06,2.3285262897483987e-10,9.86485434437397e-07,0.0,2.1840015266305592e-05,0.002632436828810556,1.0,0.9999999518,1.0,0.9999999518,0.0,1.121817221909041e-05,1.0,0.0,0.0,1.1966020248522033e-05,0.0,0.0,2.599474541782098e-09,1.7844961073314106e-15,7.763065949792624e-08,1.0,1e-05,0.00012006438647440282,0.0,3.590902041438527e-09,0.999999951844375,0.999999951844375,0.999999951844375,0.0,1.0,1.0,0.0,0.03,0.0,1.0,0.0,0.0,1.0,1.0,0.005,9.500214814640222e-16,1.0,7.141526602111185e-09,0.0,1.0,1.0,0.0,0.999999951844375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9455.1357421875,7744.3154296875,15588.2099609375,3.8,4.7,2770.9680175781,1.35,0.88,15820.2158203125,0.4,0.05,0.211,36074.9140625,0.049,10.0,453.4833679199,0.045,0.02,0.1,4186.5874023438,1.38,0.27,0.086,0.028,2226.3728027344,56601.7578125,2.2,0.495,0.032,0.0573,1961.5135498047,0.019,137204.8125,294114.875,0.43,0.033,0.042,1.7,9.76,1.3,1.3,1.0,0.01718433869042232,688.8223053014351,0.16458458256310401,68.83640278596862,1.3546633797259318,51.65747117348826,690.7257770529696,84.35317173393106,2.227203518471021e-05,84.17775098852601,84.17775098852604,1.452499329493508,0.0009205425862019097,2.5254340672879034,0.0009205425862019096,2.8045430547726026e-09,0.052254883199814056,6.162350638100404e-16,484.50889858156467,1.9107346702055046,2.804543054772603e-09,0.0072629186708761005,0.0072629186708761005,2.8045430547726026e-09,84.17775098572147,0.4607305213388636,0.0041269647336146355,0.05058692515704878,6.738729425068466e-07,2.22720351847102e-05,1.036255824714157e-05,0.04143368384297183,0.08340013640500839,42.310524351597316,85.16509214251776,0.98763080698984,0.11201457266998496,0.0002928546581203262,0.09875649235377817,210.38476425069706,155.1848235108592,203.21829135460752
7.51,3.2976768264212466e-06,2.3285262897483987e-10,9.86485434437397e-07,0.0,2.1840015266305592e-05,0.002632436828810556,1.0,0.9999999518,1.0,0.9999999518,0.0,1.121817221909041e-05,1.0,0.0,0.0,1.1966020248522033e-05,0.0,0.0,2.599474541782098e-09,1.7844961073314106e-15,7.763065949792624e-08,1.0,1e-05,0.00012006438647440282,0.0,3.590902041438527e-09,0.999999951844375,0.999999951844375,0.999999951844375,0.0,1.0,1.0,0.0,0.03,0.0,1.0,0.0,0.0,1.0,1.0,0.005,9.500214814640222e-16,1.0,7.141526602111185e-09,0.0,1.0,1.0,0.0,0.999999951844375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9455.1357421875,7744.3154296875,15588.2099609375,3.8,4.7,2770.9680175781,1.35,0.88,15820.2158203125,0.4,0.05,0.211,36074.9140625,0.049,10.0,453.4833679199,0.045,0.02,0.1,4186.5874023438,1.38,0.27,0.086,0.028,2226.3728027344,56601.7578125,2.2,0.495,0.032,0.0573,1961.5135498047,0.019,137204.8125,294114.875,0.43,0.033,0.042,1.7,9.76,1.3,1.3,1.0,0.01718433869042232,688.8223053014351,0.16458458256310401,68.83640278596862,1.3546633797259318,51.65747117348826,690.7257770529696,84.35317173393106,2.227203518471021e-05,84.17775098852601,84.17775098852604,1.452499329493508,0.0009205425862019097,2.5254340672879034,0.0009205425862019096,2.8045430547726026e-09,0.052254883199814056,6.162350638100404e-16,484.50889858156467,1.9107346702055046,2.804543054772603e-09,0.0072629186708761005,0.0072629186708761005,2.8045430547726026e-09,84.17775098572147,0.4607305213388636,0.0041269647336146355,0.05058692515704878,6.738729425068466e-07,2.22720351847102e-05,1.036255824714157e-05,0.04143368384297183,0.08340013640500839,42.310524351597316,85.16509214251776,0.98763080698984,0.11201457266998496,0.0002928546581203262,0.09875649235377817,210.38476425069706,155.1848235108592,203.21829135460752
7.52,3.2976768264212466e-06,2.3285262897483987e-10,9.86485434437397e-07,0.0,2.1840015266305592e-05,0.002632436828810556,1.0,0.9999999518,1.0,0.9999999518,0.0,1.121817221909041e-05,1.0,0.0,0.0,1.1966020248522033e-05,0.0,0.0,2.599474541782098e-09,1.7844961073314106e-15,7.763065949792624e-08,1.0,1e-05,0.00012006438647440282,0.0,3.590902041438527e-09,0.999999951844375,0.999999951844375,0.999999951844375,0.0,1.0,1.0,0.0,0.03,0.0,1.0,0.0,0.0,1.0,1.0,0.005,9.500214814640222e-16,1.0,7.141526602111185e-09,0.0,1.0,1.0,0.0,0.999999951844375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9455.1357421875,7744.3154296875,15588.2099609375,3.8,4.7,2770.9680175781,1.35,0.88,15820.2158203125,0.4,0.05,0.211,36074.9140625,0.049,10.0,453.4833679199,0.045,0.02,0.1,4186.5874023438,1.38,0.27,0.086,0.028,2226.3728027344,56601.7578125,2.2,0.495,0.032,0.0573,1961.5135498047,0.019,137204.8125,294114.875,0.43,0.033,0.042,1.7,9.76,1.3,1.3,1.0,0.01718433869042232,688.8223053014351,0.16458458256310401,68.83640278596862,1.3546633797259318,51.65747117348826,690.7257770529696,84.35317173393106,2.227203518471021e-05,84.17775098852601,84.17775098852604,1.452499329493508,0.0009205425862019097,2.5254340672879034,0.0009205425862019096,2.8045430547726026e-09,0.052254883199814056,6.162350638100404e-16,484.50889858156467,1.9107346702055046,2.804543054772603e-09,0.0072629186708761005,0.0072629186708761005,2.8045430547726026e-09,84.17775098572147,0.4607305213388636,0.0041269647336146355,0.05058692515704878,6.738729425068466e-07,2.22720351847102e-05,1.036255824714157e-05,0.04143368384297183,0.08340013640500839,42.310524351597316,85.16509214251776,0.98763080698984,0.11201457266998496,0.0002928546581203262,0.09875649235377817,210.38476425069706,155.1848235108592,203.21829135460752
7.53,3.2976768264212466e-06,2.3285262897483987e-10,9.86485434437397e-07,0.0,2.1840015266305592e-05,0.002632436828810556,1.0,0.9999999518,1.0,0.9999999518,0.0,1.121817221909041e-05,1.0,0.0,0.0,1.1966020248522033e-05,0.0,0.0,2.599474541782098e-09,1.7844961073314106e-15,7.763065949792624e-08,1.0,1e-05,0.00012006438647440282,0.0,3.590902041438527e-09,0.999999951844375,0.999999951844375,0.999999951844375,0.0,1.0,1.0,0.0,0.03,0.0,1.0,0.0,0.0,1.0,1.0,0.005,9.500214814640222e-16,1.0,7.141526602111185e-09,0.0,1.0,1.0,0.0,0.999999951844375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9455.1357421875,7744.3154296875,15588.2099609375,3.8,4.7,2770.9680175781,1.35,0.88,15820.2158203125,0.4,0.05,0.211,36074.9140625,0.049,10.0,453.4833679199,0.045,0.02,0.1,4186.5874023438,1.38,0.27,0.086,0.028,2226.3728027344,56601.7578125,2.2,0.495,0.032,0.0573,1961.5135498047,0.019,137204.8125,294114.875,0.43,0.033,0.042,1.7,9.76,1.3,1.3,1.0,0.01718433869042232,688.8223053014351,0.16458458256310401,68.83640278596862,1.3546633797259318,51.65747117348826,690.7257770529696,84.35317173393106,2.227203518471021e-05,84.17775098852601,84.17775098852604,1.452499329493508,0.0009205425862019097,2.5254340672879034,0.0009205425862019096,2.8045430547726026e-09,0.052254883199814056,6.162350638100404e-16,484.50889858156467,1.9107346702055046,2.804543054772603e-09,0.0072629186708761005,0.0072629186708761005,2.8045430547726026e-09,84.17775098572147,0.4607305213388636,0.0041269647336146355,0.05058692515704878,6.738729425068466e-07,2.22720351847102e-05,1.036255824714157e-05,0.04143368384297183,0.08340013640500839,42.310524351597316,85.16509214251776,0.98763080698984,0.11201457266998496,0.0002928546581203262,0.09875649235377817,210.38476425069706,155.1848235108592,203.21829135460752
7.54,3.2976768264212466e-06,2.3285262897483987e-10,9.86485434437397e-07,0.0,2.1840015266305592e-05,0.002632436828810556,1.0,0.9999999518,1.0,0.9999999518,0.0,1.121817221909041e-05,1.0,0.0,0.0,1.1966020248522033e-05,0.0,0.0,2.599474541782098e-09,1.7844961073314106e-15,7.763065949792624e-08,1.0,1e-05,0.00012006438647440282,0.0,3.590902041438527e-09,0.999999951844375,0.999999951844375,0.999999951844375,0.0,1.0,1.0,0.0,0.03,0.0,1.0,0.0,0.0,1.0,1.0,0.005,9.500214814640222e-16,1.0,7.141526602111185e-09,0.0,1.0,1.0,0.0,0.999999951844375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9455.1357421875,7744.3154296875,15588.2099609375,3.8,4.7,2770.9680175781,1.35,0.88,15820.2158203125,0.4,0.05,0.211,36074.9140625,0.049,10.0,453.4833679199,0.045,0.02,0.1,4186.5874023438,1.38,0.27,0.086,0.028,2226.3728027344,56601.7578125,2.2,0.495,0.032,0.0573,1961.5135498047,0.019,137204.8125,294114.875,0.43,0.033,0.042,1.7,9.76,1.3,1.3,1.0,0.01718433869042232,688.8223053014351,0.16458458256310401,68.83640278596862,1.3546633797259318,51.65747117348826,690.7257770529696,84.35317173393106,2.227203518471021e-05,84.17775098852601,84.17775098852604,1.452499329493508,0.0009205425862019097,2.5254340672879034,0.0009205425862019096,2.8045430547726026e-09,0.052254883199814056,6.162350638100404e-16,484.50889858156467,1.9107346702055046,2.804543054772603e-09,0.0072629186708761005,0.0072629186708761005,2.8045430547726026e-09,84.17775098572147,0.4607305213388636,0.0041269647336146355,0.05058692515704878,6.738729425068466e-07,2.22720351847102e-05,1.036255824714157e-05,0.04143368384297183,0.08340013640500839,42.310524351597316,85.16509214251776,0.98763080698984,0.11201457266998496,0.0002928546581203262,0.09875649235377817,210.38476425069706,155.1848235108592,203.21829135460752
7.55,3.2976768264212466e-06,2.3285262897483987e-10,9.86485434437397e-07,0.0,2.1840015266305592e-05,0.002632436828810556,1.0,0.9999999518,1.0,0.9999999518,0.0,1.121817221909041e-05,1.0,0.0,0.0,1.1966020248522033e-05,0.0,0.0,2.599474541782098e-09,1.7844961073314106e-15,7.763065949792624e-08,1.0,1e-05,0.00012006438647440282,0.0,3.590902041438527e-09,0.999999951844375,0.999999951844375,0.999999951844375,0.0,1.0,1.0,0.0,0.03,0.0,1.0,0.0,0.0,1.0,1.0,0.005,9.500214814640222e-16,1.0,7.141526602111185e-09,0.0,1.0,1.0,0.0,0.999999951844375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9455.1357421875,7744.3154296875,15588.2099609375,3.8,4.7,2770.9680175781,1.35,0.88,15820.2158203125,0.4,0.05,0.211,36074.9140625,0.049,10.0,453.4833679199,0.045,0.02,0.1,4186.5874023438,1.38,0.27,0.086,0.028,2226.3728027344,56601.7578125,2.2,0.495,0.032,0.0573,1961.5135498047,0.019,137204.8125,294114.875,0.43,0.033,0.042,1.7,9.76,1.3,1.3,1.0,0.01718433869042232,688.8223053014351,0.16458458256310401,68.83640278596862,1.3546633797259318,51.65747117348826,690.7257770529696,84.35317173393106,2.227203518471021e-05,84.17775098852601,84.17775098852604,1.452499329493508,0.0009205425862019097,2.5254340672879034,0.0009205425862019096,2.8045430547726026e-09,0.052254883199814056,6.162350638100404e-16,484.50889858156467,1.9107346702055046,2.804543054772603e-09,0.0072629186708761005,0.0072629186708761005,2.8045430547726026e-09,84.17775098572147,0.4607305213388636,0.0041269647336146355,0.05058692515704878,6.738729425068466e-07,2.22720351847102e-05,1.036255824714157e-05,0.04143368384297183,0.08340013640500839,42.310524351597316,85.16509214251776,0.98763080698984,0.11201457266998496,0.0002928546581203262,0.09875649235377817,210.38476425069706,155.1848235108592,203.21829135460752
7.56,3.2976768264212466e-06,2.3285262897483987e-10,9.86485434437397e-07,0.0,2.1840015266305592e-05,0.002632436828810556,1.0,0.9999999518,1.0,0.9999999518,0.0,1.121817221909041e-05,1.0,0.0,0.0,1.1966020248522033e-05,0.0,0.0,2.599474541782098e-09,1.7844961073314106e-15,7.763065949792624e-08,1.0,1e-05,0.00012006438647440282,0.0,3.590902041438527e-09,0.999999951844375,0.999999951844375,0.999999951844375,0.0,1.0,1.0,0.0,0.03,0.0,1.0,0.0,0.0,1.0,1.0,0.005,9.500214814640222e-16,1.0,7.141526602111185e-09,0.0,1.0,1.0,0.0,0.999999951844375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9455.1357421875,7744.3154296875,15588.2099609375,3.8,4.7,2770.9680175781,1.35,0.88,15820.2158203125,0.4,0.05,0.211,36074.9140625,0.049,10.0,453.4833679199,0.045,0.02,0.1,4186.5874023438,1.38,0.27,0.086,0.028,2226.3728027344,56601.7578125,2.2,0.495,0.032,0.0573,1961.5135498047,0.019,137204.8125,294114.875,0.43,0.033,0.042,1.7,9.76,1.3,1.3,1.0,0.01718433869042232,688.8223053014351,0.16458458256310401,68.83640278596862,1.3546633797259318,51.65747117348826,690.7257770529696,84.35317173393106,2.227203518471021e-05,84.17775098852601,84.17775098852604,1.452499329493508,0.0009205425862019097,2.5254340672879034,0.0009205425862019096,2.8045430547726026e-09,0.052254883199814056,6.162350638100404e-16,484.50889858156467,1.9107346702055046,2.804543054772603e-09,0.0072629186708761005,0.0072629186708761005,2.8045430547726026e-09,84.17775098572147,0.4607305213388636,0.0041269647336146355,0.05058692515704878,6.738729425068466e-07,2.22720351847102e-05,1.036255824714157e-05,0.04143368384297183,0.08340013640500839,42.310524351597316,85.16509214251776,0.98763080698984,0.11201457266998496,0.0002928546581203262,0.09875649235377817,210.38476425069706,155.1848235108592,203.21829135460752
7.57,3.2976768264212466e-06,2.3285262897483987e-10,9.86485434437397e-07,0.0,2.1840015266305592e-05,0.002632436828810556,1.0,0.9999999518,1.0,0.9999999518,0.0,1.121817221909041e-05,1.0,0.0,0.0,1.1966020248522033e-05,0.0,0.0,2.599474541782098e-09,1.7844961073314106e-15,7.763065949792624e-08,1.0,1e-05,0.00012006438647440282,0.0,3.590902041438527e-09,0.999999951844375,0.999999951844375,0.999999951844375,0.0,1.0,1.0,0.0,0.03,0.0,1.0,0.0,0.0,1.0,1.0,0.005,9.500214814640222e-16,1.0,7.141526602111185e-09,0.0,1.0,1.0,0.0,0.999999951844375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9455.1357421875,7744.3154296875,15588.2099609375,3.8,4.7,2770.9680175781,1.35,0.88,15820.2158203125,0.4,0.05,0.211,36074.9140625,0.049,10.0,453.4833679199,0.045,0.02,0.1,4186.5874023438,1.38,0.27,0.086,0.028,2226.3728027344,56601.7578125,2.2,0.495,0.032,0.0573,1961.5135498047,0.019,137204.8125,294114.875,0.43,0.033,0.042,1.7,9.76,1.3,1.3,1.0,0.01718433869042232,688.8223053014351,0.16458458256310401,68.83640278596862,1.3546633797259318,51.65747117348826,690.7257770529696,84.35317173393106,2.227203518471021e-05,84.17775098852601,84.17775098852604,1.452499329493508,0.0009205425862019097,2.5254340672879034,0.0009205425862019096,2.8045430547726026e-09,0.052254883199814056,6.162350638100404e-16,484.50889858156467,1.9107346702055046,2.804543054772603e-09,0.0072629186708761005,0.0072629186708761005,2.8045430547726026e-09,84.17775098572147,0.4607305213388636,0.0041269647336146355,0.05058692515704878,6.738729425068466e-07,2.22720351847102e-05,1.036255824714157e-05,0.04143368384297183,0.08340013640500839,42.310524351597316,85.16509214251776,0.98763080698984,0.11201457266998496,0.0002928546581203262,0.09875649235377817,210.38476425069706,155.1848235108592,203.21829135460752
